Galaxy_name,x,y,flux
588013383257686454.fits,128,129,173.777777778
588013383276822743.fits,129,129,131.777777778
588013383279509664.fits,129,128,182.111111111
588013383281082509.fits,128,128,158.666666667
588013383812907135.fits,131,101,73.6666666667
,129,128,190.777777778
588013383814611078.fits,129,128,208.777777778
588013383816183862.fits,129,129,207.888888889
588013383817429158.fits,129,128,188.888888889
588013383817560217.fits,128,129,180.666666667
588013384338833591.fits,128,128,158.222222222
588013384344010786.fits,129,128,208.333333333
588013384352989295.fits,129,129,137.222222222
588013384356724854.fits,129,128,145.111111111
588015508196753490.fits,129,128,123.888888889
588015508199899287.fits,129,128,213.666666667
,92,155,70.4444444444
588015508207304827.fits,129,129,199.888888889
588015508212220022.fits,130,130,118.222222222
588015508215496859.fits,128,128,136.333333333
588015508726743153.fits,129,128,136.555555556
588015508732772465.fits,129,129,142.555555556
588015508732838032.fits,128,128,171.111111111
588015508738801743.fits,128,129,156.666666667
588015508746076285.fits,128,129,145.222222222
588015508994588857.fits,129,129,163.222222222
588015509282226323.fits,129,129,133.111111111
588015509289631969.fits,128,128,114.555555556
,85,132,195.555555556
,94,156,59.3333333333
588015509806776450.fits,129,129,182.888888889
,110,139,87.2222222222
588015509807431861.fits,129,128,111.888888889
588016840167522730.fits,128,129,157.666666667
588016840704393547.fits,128,128,112.777777778
,138,148,163.0
588016840705704048.fits,128,129,132.666666667
,92,156,176.111111111
,129,163,51.1111111111
588016841248276724.fits,114,125,169.0
,128,129,201.333333333
,161,133,113.888888889
588016841248604399.fits,129,128,123.777777778
588016878294859908.fits,128,128,180.222222222
,90,143,114.111111111
588016878830354651.fits,128,129,177.0
588016879366308038.fits,128,129,174.444444444
588016890639941781.fits,128,129,166.222222222
588016890640269474.fits,128,129,145.444444444
588016891171831956.fits,128,128,182.0
588016891176091778.fits,128,128,137.777777778
588016891708113000.fits,128,129,103.222222222
588016891708833895.fits,128,128,113.333333333
588016892244197456.fits,128,128,171.333333333
588017109688909902.fits,129,129,123.111111111
588017110217523309.fits,128,129,177.888888889
588017110751772744.fits,128,129,160.444444444
588017110757277811.fits,129,129,144.555555556
588017111288447117.fits,128,129,175.888888889
588017111288578220.fits,128,128,141.0
588017111289430072.fits,128,129,138.444444444
588017111292706914.fits,128,129,150.555555556
588017111293296655.fits,129,128,176.222222222
,138,177,55.2222222222
,144,219,239.444444444
588017111294345308.fits,128,129,142.333333333
588017111826432186.fits,128,129,138.444444444
588017111833182222.fits,129,129,188.222222222
588017112367104063.fits,128,128,178.222222222
588017114515177534.fits,128,129,139.0
588017114521075937.fits,128,128,153.444444444
588017115051524208.fits,128,129,185.333333333
588017115051589686.fits,128,129,142.777777778
588017115051917324.fits,128,127,181.888888889
588017115057684613.fits,105,117,124.0
,129,128,190.666666667
588017115587608679.fits,128,128,193.111111111
588017115591737489.fits,129,128,180.888888889
588017115595014345.fits,102,98,68.0
,129,129,127.0
588017115595604107.fits,128,128,164.222222222
588017116131164255.fits,128,128,162.777777778
588017116664365198.fits,129,129,103.444444444
588017565488447550.fits,129,128,141.0
588017565490872473.fits,129,128,162.222222222
,146,138,143.555555556
588017566021124198.fits,129,128,159.888888889
588017566022238372.fits,129,128,169.888888889
588017566027677853.fits,128,129,138.777777778
588017567097356415.fits,129,129,157.111111111
588017567633768573.fits,129,128,131.555555556
588017567636258910.fits,131,107,123.666666667
,128,128,154.888888889
588017570314518696.fits,128,128,119.888888889
588017570851061813.fits,129,128,153.555555556
,54,185,174.0
,33,210,190.555555556
,50,241,178.0
588017570853748937.fits,128,129,164.333333333
588017571384721581.fits,128,128,115.666666667
588017571384852578.fits,128,128,173.222222222
588017571387211956.fits,128,128,178.222222222
588017603603988578.fits,129,129,136.333333333
588017603608313996.fits,142,106,80.7777777778
,110,118,66.6666666667
,128,128,131.333333333
588017604147937387.fits,132,91,65.6666666667
,128,129,188.222222222
588017604157243530.fits,129,129,148.888888889
588017604161831100.fits,129,129,126.333333333
588017604674977955.fits,128,129,136.222222222
588017604677664923.fits,128,129,191.111111111
588017604692738117.fits,116,121,145.333333333
,128,129,162.111111111
,221,174,194.666666667
,217,187,204.333333333
588017604693721165.fits,129,128,181.888888889
588017605215649949.fits,129,129,137.777777778
588017605223776370.fits,128,128,168.0
,129,129,168.0
588017605748392047.fits,128,128,191.666666667
588017605752520796.fits,128,128,149.777777778
588017606285983750.fits,129,128,208.111111111
588017606289588389.fits,129,129,170.888888889
588017606293323874.fits,126,128,164.0
588017606302761090.fits,129,129,143.777777778
588017606302826559.fits,129,128,111.888888889
588017625072730282.fits,128,128,151.666666667
588017625083609184.fits,128,129,193.555555556
,150,150,60.7777777778
588017625085182110.fits,129,128,152.777777778
588017625610780887.fits,102,111,72.6666666667
,128,128,137.444444444
588017625621004435.fits,128,128,131.888888889
588017626150928602.fits,117,106,107.777777778
,128,129,130.111111111
588017626169344171.fits,129,128,170.888888889
588017626682949776.fits,128,129,167.333333333
,145,131,72.1111111111
588017626685505583.fits,128,128,209.666666667
,112,159,84.8888888889
588017626692714604.fits,129,129,198.0
588017627223425169.fits,128,128,142.333333333
588017627223556178.fits,129,129,196.0
588017627231158434.fits,129,129,150.555555556
588017627235287205.fits,128,128,144.555555556
588017627757543593.fits,128,129,145.333333333
588017627758919769.fits,128,129,171.222222222
588017627766653046.fits,129,128,190.555555556
,160,150,67.6666666667
588017627768684647.fits,129,129,130.555555556
588017627771961450.fits,129,128,142.888888889
588017627772158127.fits,129,128,132.444444444
588017627780415498.fits,129,128,133.777777778
,97,158,214.777777778
,34,187,80.3333333333
588017702384435399.fits,129,128,103.222222222
,130,146,127.222222222
588017702390005857.fits,129,128,179.666666667
588017702391906417.fits,129,129,137.333333333
588017702392954900.fits,129,129,188.333333333
588017702396952708.fits,129,128,139.777777778
588017702400491649.fits,129,129,161.444444444
588017702403899406.fits,129,128,177.111111111
,157,151,250.444444444
,129,180,176.444444444
588017702414188798.fits,128,127,154.222222222
588017702921175136.fits,129,128,127.222222222
588017702925500539.fits,129,128,146.888888889
588017702930153521.fits,129,128,126.555555556
588017702940311684.fits,129,128,172.444444444
588017702949486762.fits,157,124,92.0
,128,129,153.444444444
588017702952304852.fits,128,129,165.666666667
588017703456538681.fits,128,128,153.555555556
588017703466238157.fits,150,115,147.777777778
,129,128,167.222222222
588017703471611920.fits,136,77,203.333333333
,160,99,49.3333333333
,129,128,228.666666667
588017703484391495.fits,129,129,132.444444444
,142,161,191.666666667
588017703489241100.fits,109,103,41.0
,160,110,217.555555556
,95,128,39.3333333333
,129,129,117.444444444
,174,139,68.1111111111
588017703996817501.fits,128,128,125.666666667
588017703997079610.fits,128,129,174.0
588017703997866013.fits,78,114,181.888888889
,128,130,162.666666667
,133,164,74.0
588017704003633245.fits,129,129,196.666666667
,85,143,134.777777778
588017704016216197.fits,129,129,160.444444444
588017704530804793.fits,128,129,162.666666667
588017704540373069.fits,128,129,158.333333333
588017704549089376.fits,129,128,137.555555556
588017704549548095.fits,128,129,148.222222222
588017704551645362.fits,129,129,159.444444444
588017704551841912.fits,128,128,161.444444444
588017704559640742.fits,129,128,126.333333333
588017705080586385.fits,128,129,142.222222222
588017711514255530.fits,129,128,154.444444444
588017711515500653.fits,128,128,181.0
588017712052109500.fits,129,128,186.555555556
588017712582819979.fits,128,128,131.888888889
588017713657807056.fits,128,128,189.444444444
588017719568236699.fits,128,128,184.444444444
588017719569940508.fits,129,128,176.666666667
,146,169,219.333333333
588017719570399351.fits,129,128,158.555555556
588017719575052391.fits,128,128,165.0
588017720102354991.fits,128,128,155.444444444
588017720102551720.fits,128,128,168.222222222
588017720104321142.fits,129,129,147.555555556
588017720639684734.fits,128,129,186.0
588017721175769165.fits,128,128,133.555555556
588017721181929612.fits,128,128,198.666666667
588017721184485514.fits,129,128,185.444444444
588017721713623145.fits,149,112,58.7777777778
,128,128,181.777777778
588017721717555368.fits,129,129,191.666666667
588017722251083878.fits,128,129,178.444444444
588017722251280519.fits,128,128,184.777777778
588017722257768584.fits,129,128,165.555555556
588017722261700731.fits,129,128,130.777777778
588017723860975671.fits,127,128,175.333333333
588017723862614029.fits,129,129,190.555555556
588017723865694370.fits,128,128,183.222222222
588017723866874033.fits,115,105,60.0
,127,129,210.777777778
588017724401516747.fits,129,129,130.888888889
588017724934062290.fits,129,128,140.666666667
588017724941795541.fits,128,128,189.666666667
588017725468049524.fits,128,129,192.333333333
588017725477748910.fits,128,129,119.0
588017725480108223.fits,146,125,130.555555556
,129,129,153.666666667
588017725482991918.fits,129,128,206.666666667
588017725483581572.fits,127,129,212.222222222
588017725483909333.fits,129,129,131.111111111
588017725484630253.fits,148,121,199.333333333
,129,128,147.222222222
588017726005837972.fits,128,129,180.444444444
,136,162,194.555555556
588017726007476348.fits,128,128,117.444444444
588017726007607386.fits,139,97,152.777777778
,166,116,118.0
,129,129,141.444444444
588017726017503404.fits,128,128,197.888888889
588017726018224245.fits,129,128,158.888888889
588017726545199274.fits,128,129,201.777777778
588017726549917849.fits,129,129,165.888888889
588017726553653335.fits,128,129,123.333333333
588017728150962244.fits,128,129,148.0
588017728689209452.fits,127,128,156.888888889
588017729229357171.fits,129,128,185.0
588017729766752408.fits,128,129,143.222222222
588017730839642236.fits,129,128,184.555555556
,149,143,134.888888889
588017947198423149.fits,128,128,169.333333333
588017947198554203.fits,129,128,123.666666667
588017947205369958.fits,129,128,169.111111111
588017947208908881.fits,121,114,109.333333333
,128,128,116.888888889
588017947209760850.fits,128,128,177.555555556
588017947737325734.fits,129,128,149.666666667
588017947742896223.fits,129,129,196.555555556
588017947751088273.fits,129,129,126.555555556
588017947754496215.fits,128,128,187.222222222
588017948273606840.fits,136,100,83.6666666667
,129,128,205.0
588017948275638424.fits,99,114,59.7777777778
,129,129,143.555555556
588017948278587572.fits,128,128,142.444444444
588017948278587579.fits,129,128,176.888888889
588017948292022413.fits,128,128,158.222222222
588017948825419954.fits,128,129,130.444444444
588017948828827812.fits,160,107,196.666666667
,129,128,134.111111111
588017948830531677.fits,129,129,173.0
588017949884416068.fits,107,124,67.2222222222
,129,129,140.666666667
588017977277480991.fits,129,129,113.888888889
,164,149,239.555555556
588017977290653799.fits,128,128,159.222222222
588017977806422121.fits,126,104,142.111111111
,128,128,131.0
588017977839452422.fits,129,128,161.444444444
588017977842204926.fits,120,107,53.8888888889
,129,128,116.333333333
588017978337460351.fits,128,128,170.888888889
588017978346831995.fits,128,129,131.777777778
588017978349584489.fits,128,129,173.222222222
588017978367803503.fits,128,128,170.111111111
,133,152,113.777777778
588017978369507504.fits,128,129,162.444444444
588017978373308664.fits,128,129,138.444444444
588017978376651049.fits,129,128,160.222222222
,153,152,111.666666667
588017978377633888.fits,129,128,167.666666667
,128,143,125.444444444
,130,159,200.0
588017978381500758.fits,130,128,116.666666667
588017978884227183.fits,129,129,203.444444444
588017978896220254.fits,128,128,153.888888889
588017978899038393.fits,129,128,152.777777778
588017978904739973.fits,129,129,145.333333333
588017978907230436.fits,128,128,201.111111111
588017978910769274.fits,153,112,173.222222222
,174,115,135.888888889
,129,128,146.444444444
,209,136,241.0
588017978914111690.fits,129,128,179.0
588017978917323229.fits,103,94,42.4444444444
,132,99,59.7777777778
,128,128,119.111111111
,163,142,44.3333333333
,110,154,49.8888888889
588017979434270959.fits,129,128,116.333333333
588017979449147591.fits,129,128,112.222222222
588017979450458291.fits,117,93,235.222222222
,148,123,55.2222222222
,129,128,165.222222222
588017979951939715.fits,128,129,129.777777778
588017979953578148.fits,128,129,171.666666667
588017979953709218.fits,127,129,118.555555556
588017979957051419.fits,128,129,188.111111111
588017979958034601.fits,129,129,200.444444444
,135,149,122.555555556
588017979971993701.fits,114,104,206.888888889
,129,129,214.888888889
588017979974680640.fits,129,129,156.777777778
588017979983200421.fits,128,128,158.888888889
588017990157336694.fits,129,128,144.777777778
588017990693486741.fits,129,128,130.0
588017990696501418.fits,128,128,128.666666667
588017990703251464.fits,129,128,180.777777778
,138,148,239.444444444
588017990705152459.fits,128,128,182.333333333
588017991224197176.fits,129,129,122.444444444
588017991238811954.fits,128,129,178.0
588017991239794937.fits,156,95,47.3333333333
,128,128,201.444444444
,144,169,47.7777777778
,155,187,119.666666667
588017991759167577.fits,129,128,177.0
588017991769391270.fits,128,128,195.444444444
588017991773651250.fits,128,128,173.666666667
588017991774961851.fits,129,128,169.111111111
588017991775092963.fits,129,129,159.222222222
588017991778107659.fits,129,129,167.444444444
588017991778107731.fits,128,128,145.888888889
588017992295645310.fits,129,129,120.888888889
588017992311439653.fits,120,103,171.555555556
,129,129,186.222222222
588018055118520531.fits,129,128,155.333333333
588018055123763362.fits,129,128,155.555555556
588018055668302421.fits,129,125,135.444444444
588018056186888265.fits,128,128,168.333333333
,154,129,82.4444444444
588018056193048786.fits,128,128,170.333333333
,148,136,107.111111111
588018056195866942.fits,129,128,159.666666667
,102,144,77.1111111111
588018090541318282.fits,129,128,146.555555556
,97,177,182.0
588018090542039254.fits,129,128,190.888888889
588018090544070888.fits,129,128,150.444444444
588018091082252625.fits,128,128,138.444444444
588018252680855733.fits,128,128,128.666666667
588018253752041573.fits,129,128,162.888888889
588018253756170459.fits,100,110,75.1111111111
,129,128,159.777777778
588018254287667489.fits,129,128,106.666666667
588018254302544213.fits,129,128,173.222222222
588018254824800354.fits,129,128,146.555555556
588018254825652302.fits,129,128,153.888888889
588018254828994711.fits,129,128,138.333333333
588018254829060174.fits,107,68,102.333333333
,168,119,64.5555555556
,129,129,211.555555556
588018254830960781.fits,128,128,155.555555556
588023045869666421.fits,128,128,165.777777778
588023046399459554.fits,118,94,168.444444444
,128,129,177.444444444
588023046406209714.fits,108,98,212.222222222
,128,129,175.666666667
588023046942687425.fits,128,129,132.222222222
588023047483490508.fits,128,129,178.777777778
588023048019443861.fits,129,129,162.666666667
588023239131726032.fits,128,129,168.444444444
588023239131922649.fits,111,99,47.3333333333
,128,129,188.0
,153,132,92.4444444444
,152,155,113.0
588023240207040764.fits,82,70,80.6666666667
,166,80,135.666666667
,77,91,133.444444444
,128,128,188.444444444
,155,182,70.2222222222
588023240207237261.fits,129,129,166.222222222
588023240208875735.fits,128,129,153.666666667
588023668091781226.fits,128,129,165.777777778
588023669173584097.fits,155,120,44.5555555556
,119,136,181.666666667
588023669709406236.fits,129,129,217.666666667
,164,131,84.6666666667
,195,154,66.5555555556
588023669713141860.fits,128,129,163.111111111
588023721246720248.fits,129,128,131.444444444
588023721781035119.fits,129,128,172.555555556
,150,149,47.7777777778
588295840712097901.fits,129,128,185.222222222
588295841247461523.fits,128,129,151.111111111
588295841247723639.fits,129,128,147.777777778
588295841251000398.fits,129,129,128.888888889
588295841784398040.fits,128,129,110.888888889
588295841786495168.fits,82,123,163.111111111
,129,128,194.666666667
588295842853421179.fits,128,129,170.555555556
588297863109476450.fits,128,128,161.444444444
588297863645626503.fits,128,129,154.333333333
588297864185905242.fits,128,128,168.222222222
,125,161,89.7777777778
588297864712094005.fits,102,86,69.3333333333
,128,128,198.666666667
,158,161,78.8888888889
588297864712290637.fits,128,129,121.222222222
588297865252634783.fits,128,129,168.444444444
,154,149,52.0
588297865261547602.fits,128,128,182.444444444
,98,144,48.3333333333
588297865264562335.fits,128,129,161.666666667
588297865264693363.fits,129,129,154.666666667
588298661965004954.fits,128,128,162.666666667
588298661965529232.fits,129,129,159.111111111
588298661972803686.fits,128,129,157.222222222
588298661975359559.fits,124,112,61.5555555556
,146,131,134.666666667
,124,140,204.444444444
588298662502858814.fits,156,92,221.0
,128,127,208.555555556
588298662505873571.fits,129,128,162.111111111
588298662506266733.fits,128,128,149.222222222
588298662507774148.fits,129,129,159.444444444
588298662510657789.fits,129,129,138.666666667
588298663044055262.fits,129,129,162.111111111
588298663574831251.fits,132,127,106.555555556
588298664648638554.fits,122,112,114.888888889
,129,127,128.111111111
588298664648704193.fits,105,117,83.4444444444
,129,128,148.444444444
588298664655061021.fits,126,90,199.333333333
,129,128,183.777777778
588848898844917940.fits,128,129,182.777777778
,113,143,130.888888889
588848898850488512.fits,129,129,164.111111111
588848898853437598.fits,129,129,171.777777778
588848898855731476.fits,144,120,178.888888889
,129,128,134.444444444
588848899356164418.fits,148,102,69.2222222222
,129,129,215.222222222
588848899359178921.fits,129,129,167.222222222
588848899382771900.fits,128,129,174.444444444
588848899392274732.fits,129,129,139.333333333
588848899394044163.fits,128,129,130.222222222
588848899920035958.fits,129,129,196.111111111
588848899920363659.fits,151,78,101.777777778
,129,128,185.222222222
588848899922395273.fits,128,129,152.222222222
588848899924230295.fits,129,128,209.333333333
588848899936550988.fits,129,129,120.888888889
588848900430102805.fits,128,129,175.555555556
588848900432462007.fits,129,128,128.0
,128,129,128.0
588848900449501374.fits,128,129,172.0
588848900454416447.fits,129,128,177.111111111
588848900456841312.fits,114,105,65.4444444444
,128,128,129.888888889
588848900460511418.fits,129,128,177.555555556
588848900991025274.fits,128,129,177.666666667
588848900997841192.fits,129,129,172.0
588848901002756300.fits,128,128,114.777777778
588848901004722337.fits,129,128,166.666666667
588848901005967696.fits,129,129,144.333333333
588848901006032963.fits,72,121,65.6666666667
,129,129,202.0
588848901008851318.fits,129,128,115.555555556
588848901513412790.fits,128,129,160.333333333
588848901515575450.fits,129,129,178.0
588848901522522264.fits,127,129,174.222222222
588848901529665663.fits,128,129,156.777777778
588848901533663319.fits,122,101,44.1111111111
,134,105,41.3333333333
,128,129,191.666666667
,150,154,88.0
588848901535301867.fits,128,129,169.777777778
